Unnamed: 0,reviews
13538,"
Battery is draining much faster than expected.with in 5 hours usage the mobile will shutdown due to low battery
"
13539,"
The phone overall is good in terms of performance and camera quality. Also the display is good as i is amoled which i usually like in smartphones. But the fingerprint is quiet annoying even if i just only want to check the time it unlocks itself and yeah the sensory is annoying as it has virtual sensor and during calling it sometime mutes itself i guess all new phones have that which is frustrating.
"
13540,
13541,"
My 16MP CAMERA BETTER THAN 64MP CAMERA THIS PHONE WROST PERFORMANCE
"
13542,"
Camera is superb
"
13543,"
This phone is loaded with special features under this category as compared to the rest.
"
13544,"
It is best phone with out hesitation we can buy
"
13545,"
Very good phone
"
13546,"
I liked it's battery capacity, design, smoothness and more
"
13547,"
Good finger print reader battery life also good. Camera quality average
"
13548,"
I am very disappointed to this camera quality is average not upto mark
"
13549,"
Velue for money.
"
13550,"
Front camera not Good
"
13551,"
Battery life is great... charging is really fast, Main cam. is excellent,front cam is ok...Overall nice Product with this price range
"
13552,"
This phone have major screen Flickering issues, if you are using specs for your eyes or not it's better to avoid buying this or any other amoled display phone as it harms our eyes. Apart from this everything is great in this phone. For me the display was a major concern so I mentioned but if you can neglect this issue or you are okay with this that you can buy without any second thought.
"
13553,"
One of the best phone in this price segment look is awesome
"
13554,"
Everything good but sometimes freezing problem in calling app
"
13555,"
Camera is good ... Battery so far good . Runs more than a day ... Overall good phone but display color is very bad.. display clarity is there ..red not coming.. red.. visible difference is there.
"
13556,"
As i expected
"
13557,"
There is a problem of heating while charging. Camera is good screen is osm.
"
13558,"
Good quality and performance. Value for money. Speaker sounds could have been better.
"
13559,"
Pros:Excellent PerformanceGood Battery LifeSmooth UiCons:Display is so called Amoled Display ( the colors are pretty meh and Display is oversharpened 🤮)Cameras are typically crap ( oversharpened front and rear cameras, uwa is a total waste, and 2 and 2 MP 🙃🙃🙃)Bugs in Ui: MemeUi being MemeUi
"
13560,"
All conditions good but external storage/memory card problem.. Don't show memory card's image videos apks..
"
13561,"
Everything Is Very Good..
"
13562,"
Battery backup is 2days presently. Not happy with Camera, image quality. New always works good but for how long. Let's see for next few months. ..PC Gham
"
13563,"
Value for money product,go for it
"
13564,"
Camera quality is wrost redmi doing scam with us and also Sharpness problem in YouTube
"
13565,"
Overall all good
"
13566,"
I am giving this review after using 6 month. Mobile design, display, battery everything good but redmi need to focus some software issue, 0 security with this phone
"
13567,"
कुल मिलाकर अच्छा फोन है
"
13568,"
Overall this phone is good but camera disappoint u a lot
"
13569,"
Good but screen refresh 60hz the change setting was not available anywhere in setting.i having a big trouble in refresh HZ.
"
13570,"
Good phone but according to price segment it's costly. Camera quality very poor at indor. Sky portions also show white when you click trees . Less focus. Outside picture quality is good but background portions shows colourless cloud show like as whiteboard. No difference between cloud and sky. Both are shown white.battery backup is normal . Performance are also normal. One and only best that phone is thin and easy handling.
"
13571,"
Display: Good Amoled display. Clarity is good. But when I play YouTube video on 360p or 480p, video contrast get busted. Very bad experience at that time. Hd, full hd , 2k video plays very smooth and good colour , contrast.Camera: Nice camera according to price range. No issueBattery: Excellent battery backup. My use is very normal like 12 hr hotspot active, YouTube, normal calls and I got 2 days battery backup. Almost 10hrs screen on time.Speaker: Good sound quality but bass is low. Acceptable according to price.Network: Good network strength and no issue with network. 4g plus supported.Ads: No ads when u disable all recommended settings for ads.Haptic feedback: Typing is good but back pannel vibrate a lot because of plastic back.Overall good package phone if you are watching movie and video a lot. Battery backup excellent. Camera is good. Speaker also done their job. Display size is good enough. Not recommended for heavy gaming.
"
13572,"




                    The media could not be loaded.
                



 Amount waste.....
"
13573,"
Product is just ok, battery life is not good
"
13574,"




                    The media could not be loaded.
                



 Nice phone but need some improvement in camera👈
"
13575,"
MI perfectly made this product. Battery life is good. Advance technology used i.e- Fast charging. Fingerprint and Iris scanner. Rear camera is too good compare to Front.I am not satisfied with front camera only. Because of front camera click is not good otherwise no complaint regarding mobile. Please buy it .
"
13576,"
Camera is not up to the mark .
"
13577,"
It is completely true as I want
"
13578,"
Achha hai magar BGMI main high graphics par lag karta hai
"
13579,"




                    The media could not be loaded.
                


"
13580,"
फोन बहुत अच्छा है परंतु चार्जिंग यीशु आ रहा है फोन कभी-कभी चार्ज नहीं होता रहता है स्विच ऑफ होने के बाद चार्ज होता है मोबाइल लिए हुए मुझे करीब एक महीना हुआ होगा  चार्जिंग का यीशु दो तीन बार आ चुका है
"
13581,"
In this amount its good product.
"
13582,"
Excellent Quality
"
13583,"
Battery life not a longer only one-day backup, the camera is average, Phone is hanging problem, this phone as compared to redmi note 9 is not a good similar this product, this phone 6GB Ram and note 9 3GB Ram as an equal, I suggest don't buy this phone
"
13584,"
Nice
"
13585,"
Camera quality is v good and fingert print senser is quite excellent ,all this featured a fantastic including battery life ❤️
"
13586,"
1. Flash light is not open on video call when switch to back camera 2. Pocket mode is not available 3. Notification and charging signal light not available, it will be design around front camera 4. On lock screen flash light and remot not available 5. Keypad not work on video call 6.Online streaming full screen video mode can't be closed immediate because main 3 navigation button are hide. 7. System notifications volume not control because it fix. 8. Finger touch feel Irritateting, it's sens unknown touch and lock for pattern or PIN. 9. No charging animation work while charging when I check after 2nd time 10. System video call not customized for video camera position. 11. Notpad apps copy past not proper when I writeen headline and complete copy not be done 12 Cast screen not proper, video quality poor on smart TV, it's better redmi note 4
"
13587,"
I am satisfied with the performance of this mobile. finger print reader, camara quality nd bettery life are exceptionally satisfied.
"
13588,"
Battery capacity low
"
13589,"
I'm current using this phone, everything is quite good except for the camera. Games run good, charging speed is nice and so is the battery life but never buy it to click even a single photo
"
13590,"
Heating issue when charging not solved yet and charging speed slow after new update
"
13591,"
Very good battery backup and smooth running
"
13592,"
Good product 👍
"
13593,"
Good
"
13594,"
Very impressive ☺️phn in this kind of range 😎and seriously prime delivery is best 🙏🏻
"
13595,"
Only con is camera else everything is good
"
13596,"
Happy with the product
"
13597,"
Everything is tooooo good except camera ,, camera is good in outdoor condition and i loved  the display
"
13598,"
Not very good product. As sound quality is worse.
"
13599,"
so lets start with the prospros:1.SAmoled display is just so good, i would prefer 60hz amoled display over 90hz normal display anytime.2. slim design and good in hand feel.3.camera is also good.4.it is a punch hole display and the chin is also small.cons:1.heats too much while gaming but not while normal use, so this is not for gamers even having a good processor.2.It has some focus issue, and the selfie camera is not as good as it should be.conclusion: So if you're buying this for content consumption then go for it this is the best for that purpose. But if you cant game on this device its gets too hot, go for any other smartphone for gaming but do check there reviews..
"
13600,"
It his very good battry life not the best cameraBut very good for its price
"
13601,"
Camera Quality very poor.Don't buy this phone
"
13602,"
Touch is good but display refers rate is poor. Letter are shatterig when we scroll.Worst camera from xiomi. Even 2mp camera will do better. Totally dissatisfied.
"
13603,"
Nice phone
"
13604,"
Overall its a good phone but front camera is average fingerprint working well and a very good battery life but i very much disappointed at amazon delivery time they very much delayed to dispatch item
"
13605,"
64 Mp Is SO Good👍
"
13606,"
Nice phone
"
13607,"
The phone looks amazing in cosmic purple. It's feels good to handle feels so slim in the hand. It's been a week since I've been using the phone The camera is good for the price range. Overall the phone good to use. Battery life is good too last for a day and half with moderate use. I'm not a gamer so don't really know how much it would last if games are played. The UI also is good with lots of features. Overall a good phone for the budget.
"
13608,"
I must say that it's one of the tremendous and stunning phones that are available under the price of 15000. It has a splendid display and the quality of the display was flawless and immaculate, furthermore, the camera, battery, fast charging facility are more perfect than I thought and only one drawback is that it doesn't have 5G . But If you are person who doesn't consider buying a 5G phone and want more features, such as Amoled display, better processor, nice camera, good looking, you can undoubtedly buy this phone without hesitation.
"
13609,"
Awesome  mobile
"
13610,"
for gaming it's good and charging also little faster, comfortable to hold and weight less, only issue is the camera quality
"
13611,"
Like this toughness & long battery
"
13612,"
Amoled display is sharp and clear and MIUI is BEST
"
13613,"
As Expected, Good for Normal Usage
"
13614,"
OS is not user friendly
"
13615,"
Owsomes and nice looking, best within 15 k
"
13616,"
Camera is clear, however colors are not very accurate. Battery life is good. Performance is good. Built quality is also good in this price range. Finger print side mounted sensor is not quick.
"
13617,"
I bought this phone over Samsung m30s. Replaced the Samsung as comparing this phone has great specifications and light weight. Most recommended
"
13618,"
Purple colour, the back looks amazing.But battery life is not so good, a bit slow.For this price, it's a okay product.
"
13619,"
overall budget king
"
13620,"
Battery discharge very fast
"
13621,"
Nice
"
13622,"
The mobile is good but there are 2 thing that could have been better that is screen refresh rate and snapdragon would make it awesome
"
13623,"
After new update there are lots of bugs. After uninstalling an app the either  app icon is still there or there is a gap in the menu where app icon was there.
"
13624,"
Economical
"
13625,"
Pros-*Performance (supports 60 fps in cod &bgmi)*Battery (easily 1-2 day battery usage)*Display (very bright and punchy colours)*Charging (0-100 in 70 minutes)* Selfie cameraCONS-Video recording is decentBack camera is okay
"
13626,"
Not so good but in this price segment its good.
"
13627,"
Camera is decent but not great. Battery is very good. Overall UI is good but there are some restrictions. Call recording without notifying the other side is not possible in this. Good phone overall.
"
13628,"
Overall phone is very good with fast response good camera. Only thing I noticed so far is that fingers sensor work even phone is not in use and kept inside the pocket. Due to this finger sensor gets disable again and again.
"
13629,"
Camera is not up to the mark. Gaming performance could have been a bit better.
"
13630,"
Value for money , but front camera quality is very poor
"
13631,"
Very good phone
"
13632,"
Front camera is not up to mark otherwise it is a good product
"
13633,"
I have 5 MI phones  before this one. It started hanging within 5-6 days but still I continue use. Now after 15 days it gone disaster. Apps suddenly get closed, video call not workin, even not be able to received calls.I want replacement
"
13634,"
Nice Mobile with budget
"
13635,"
The display of this phone have a flickering issue, camera is very bad and overpriced
"
13636,"
Nice Phone 😍
"
13637,"
Nice phone after 1 year use i review.
"
13638,"
Display is of superb amoled quality and performance is good
"
13639,"
Redmi has yet again proved itself. Great phone.
"
13640,"
Fingerprint reader is actually fast and camera quality is super.But battery life is not good because playing BGMI and other games battery draining faster, battery performance is not good while playing games and heavy task.
"
13641,"
I am using this phone from 4 months and phone is superb battery backup, fast charging, display💥and cameras  all arr ok but MIUI is so much buggy there are numbers of Bugs u can't even count previously i used realme ui and that was outstanding but i am 2 much dis satisfied from this one
"
13642,"
Not a bad phone for its price range
"
13643,"
Mobile is light weight and game playing on Continuously mobile is starting hot on the finger move on screen. U feel that the heat the finger on moving of gaming time only otherwise nice product. Battery ok and camera ok and good
"
13644,"
Camera quality would've been better for this price.
"
13645,"
Good
"
13646,"
Nice
"
13647,"
Good Product
"
13648,"
-
"
13649,"
It was just camera which didn't meet up my expectations.Otherwise i was amazed when i saw that Redmi also tried to provide the stock Android feel.And camera is not too bad, you won't get perfect everything in just Rs 15k
"
13650,"
In this price range best device, all over best performance like battery backup, processor speed, Network...
"
13651,"
Weightless. Good for single hand usage. Performance and battery life was also good. Problem starts in Video quality. Watching YouTube videos wih 480p resolution was of bad quality. Only at 1080p its good to watch. Kindly consider the video quality before buying. Other than that it is good.
"
13652,"
Very good product
"
13653,"
This device is perfect for day to day usage.Had no problems in thatPlayed Free fire max and Bgmi and the games were running smoothly.Although the device heats but it performs good in cold or moderate environment.Camera performance is satisfactory.
"
13654,"
i can't go in much detail since most things seem fine to me , just the fingerprint sensor isn't that good, and the camera isn't to rave about either.
"
13655,"
I would like to give 0 star to delivery team, they took 2 weeks to deliver the product, simply pathetic and amazon service is also not good. They are not able to help you in case of any issue and this has happened twice with me, pathetic service from amazon. Overall 3.5 stars to phone. Camera is not that good, screen is amoled and is crystal clear, you can play heavy graphics game without any issue, works very well.
"
13656,"
Its usp is its superb screen and adequate RAM. Camera is good. All in all an all-rounder phone.
"
13657,"
Battery Backup is not that great even in minimal usage.Processor performance draws good amount of battery.
"
13658,"
Good
"
13659,"
Overall the phone is oke, The camera quality is good but not too good, Phone is heating while charging and it's heating too much while using camra for long time. Performance wise it's good.
"
13660,"
Excellent Mobile Good Look Camera is very good...
"
13661,"
Thank you Amazon Nice one
"
13662,"
I WAS GOING OUT OF STATION I COULD NOT RETURN, Don't buy from this seller, buy from mi.com as it directly comes from mi, and it will be genuine, this seller opens and sells again, I dono y I saw similar kind of review in Amazon for this seller, coming to phone it's good, front camera is bad and good battery life with fast charging
"
13663,"
Selfie camera not good
"
13664,"
Xiaomi Compass not working in all Note 10s.After 10 days of use,Rear Camera 2⭐ : Redmi Note 7s 😁me accha Camera Quality milta hai Redmi Note 10s 😡me nhi milta. 64MP like 5MP or VGA cameraFront Camera 2⭐: Redmi Note 9 😍 me accha hai note 10S 😑 me beauty jayada karta hai.Battery Drains 1⭐: Normal usage me bhi Battery drains jldi hota hai 😡😡😡Gaming 😡😡 ke liye accha nhi hai fast battery drain hota hai aur heating issue bhi.Charging 3.5⭐: 33W charger  Mai Charging ke time Mobile use  nhi karta hu  starting ke time jab 10% se 30% ke bich  hota hai  tab kabhi kabhi 30 min me charge 50%add  hota hai aur 30 min 40% add.  60% charge ke baad 40-50 min me 30%-40%  add charging hota hai.  12% se 100% 1hr17min me hua tha ek din  Baad me kal 12% se 94% 1hr15min me hua.Stereo Speaker 2⭐:  😡Upar ka speaker chota hai aur awaaz  bhut kam aata hai dhokha diya😠  😁Niche ke speaker me accha awaaz aata hai😑speaker phat jayega lagta hai aur full volume 😡me mobile vibration hota haiAfter 3 months of use,Battery Backup bhut kharab hai phle thik chal raha tha 10-12 hours (100%-5%)aurAb 6-8 hours bas chalta hai (100%-5%)After 10 months of use,Hottest mobile, Low battery backup,Slow charging,Ab 5-7 hours bas chalta hai (100%-5%)Overall worst experience within a year.Don't buy Chinese phone go for Indian brand or other countries.2⭐
"
13665,"
Redmi not 10s very good mobile fast fingar esiy
"
13666,"
It is a wonderful phone with stereo speakers and AMOLED display is something you are going to fall in love with. But camera quality is too bad as it is a disrespect for 64MP camera 😀 as they claim. Its camera is only 2MP only in real terms. One more issue with Xiaomi phone is its ""couldn't activate sim..."" notifications.
"
13667,"
I bought 6+64 GB version during republic day saleNormal selling price  is ₹14999.During sale it was ₹13999+₹1000 SBI card discount.So effective price was ₹13000..in this price it was great deal
"
13668,"
Phone performance is good. Fingure print sensor working excellent. Battery backup and fast charging working fine. For people looking for good camera in phone this phone is totally not preferred. Overall phone is good but redmi could have done better with the cameras.
"
13669,"
I am using this phone from last two days first of all thanks to Amazon for prompt delivery. I likes the fingerprints, face lock,speed, is superb…👍 and the value of money is also very good because I got exchange and icici card  two offers and reduced almost rs. 3100/- now only two dislikes one is camera quality at night and the sound is not that much satisfaction…. But overall this is superb product..Thanks.
"
13670,"
Camera quality poor in indoors, auto cut off battery when fully charged option not working. Heating issue
"
13671,"
I like this product... You recommended to buy this budget phone.
"
13672,"
WAH WAH SUPERBNAHI KHA PAYAPAYA JESE HARDAAAAA....LLLL....OOOO....OOO
"
13673,"




                    The media could not be loaded.
                


"
13674,"
Wtf battery life is so worse. Doens't last very long. And charging takes so long. My sis has same model and hers is way better than minePhone works very smoothly but I think fingerprint sensor could use some work. Battery life is not good enough although camera quality is mind blowing
"
13675,"
Like
"
13676,"
Waist of money and bad quality camera
"
13677,"
Under budget thats good value for money nd I m satisfied with it
"
13678,"
Pros - Light weight, Handy, Fast.Cons - Average camera quality
"
13679,"
Very light weight
"
13680,"
This phone is awesome 😎, but camera is not good , but all things are best ,like processor, battery usage, and back body,etc.I like the most powerful processor in this phone 😘, but there processor is not performing best all time .
"
13681,"
Looking for basic use u can
"
13682,"
Very good product
"
13683,"
good products
"
13684,"
Value for money
"
13685,"
Its a good phone value for money
"
13686,"
Is Mobile ko aap jarur le sakte hai
"
13687,"
I like
"
13688,"
This phone is not suitable for camera loving people. Otherwise rest all things are good
"
13689,
13690,"
Good one and delivery also good
"
13691,"
Superb phone in this price range, but you have to compromise in camera quality, other good battery backup, good display and superb look
"
13692,"
Some issue i faced like lagging . There is mediatek G95 processor but phone is lagging i don't understand why its happening.  Battery backup is also not good.
"
13693,"
Camera ok ok h...
"
13694,"
Worst phone ever seen in Redmi brand
"
13695,"
Nice product
"
13696,"
All over mobile is the bestValue for money
"
13697,"
Good product
"
13698,"
Good
"
13699,"
I don't understand why it was so hyped I bought it by reading the reviews but it turned out to be a waste of money it's not at all good phone selfie camera is the worst one and back camera I didn't expect this from this phone.. Or may be i have received a defective or refurbished product  I don't know that but i felt cheated on this particular phone from amazone. Earlier I bought realme from flipkart which has better quality picture although the camera pixel were not like this phone.. 64 mp.. It's picture quality is like 8 mp...
"
13700,"
Super
"
13701,"
I am writing this review after 6 month of usage. Good smart phone at all. but fingerprint sensor is not accurate because it many times failed to read my fingerprint.overall a great smart phone in this price range
"
13702,"
Good
"
13703,"
Everything is properly.... Working...NAD CAMERA quality is superb
"
13704,"
Phone hang problem
"
13705,"
Srceen is not solid it breaks
"
13706,"
Value For money
"
13707,"
An awesome mobile I've ever been upto for my generation. Amazing and the best all rounder mobile I've felt for the next generation.
"
13708,"
1.look2.handfill3. s amoled display4.fast cpu
"
13709,"
Battery charging is very fast, battery life is ok, camera ok, other all features are good.
"
13710,"
nice
"
13711,"
On looks it's amazing,the hand feel is awosome.The display is beautiful.But video stabilization is missing, this must be given by software update and for camera I say it's 4 out of 5.
"
13712,"
Mi now a days compromising with their quality
"
13713,"
Over all good phone
"
13714,"
Superb
"
13715,"
awasome
"
13716,"
Good bugeted phone for beginners
"
13717,"
While watching video, if any call comes, the phone get hangs and call gets disconnected automatically and video will also stopped and sometimes the screen closes fully. We have to start from the scratch.
"
13718,"
Display is excellent. battery life is good. Phone is lightweight.  but the screen refresh rate could have been better. Phone comes with 6 gb RAM but works like that of 4 gb.
"
13719,"
Reviewing it after 5 month... Everything seems perfect till now!
"
13720,"
Awesome phone with features
"
13721,"
overall good mobile
"
13722,"
Only heating issue while gaming you can sit in front of a table fan and play. U get op performance op phone under 12000/-U get 60 fps on bgmi op phone
"
13723,"
It's battry is good enough to go throughout a day. U don't have to charge till night wt normal use. Fingerprint sensor is nice, no issue. Camera is 4star I would like to rate.
"
13724,"
फिंगर प्रिंट बढ़िया हैं बैट्री लाइफ शक्तिशाली हैं चार्जर काफी बढ़िया हैं कैमरा मे सुधार किया जा सकता हैं एंड्राइड 12 हो जाए तो ज्यादा बेहतर होगा
"
13725,"
Nice phone,
"
13726,"
Go for ir
"
13727,"
Pathetic sensor, camera quality is ok
"
13728,"
I love the quality of the product and it's was very good accessibility in all the feature, camera quality it is very good function but some part of photography level it has alot of grains and photo are not looking really good. I have also experience the back glass of the camera is bit broken but when I try to return the product it seem like there's no option but asking to install diagnostic apk which is not satisfying to other customer to buy the product.
"
13729,"
Nice product it's value for money product .
"
13730,"
Good phone
"
13731,"
This mobile is nice only one thing I don't like  is the Google  dailer when you  try to recordcall voice notification goes to person you are recording  call who wants to  record call go for Samsung  mobile.
"
13732,"
Good one
"
13733,"
Super
"
13734,"
No worth of cost
"
13735,"
Camera quality is not good
"
13736,"
Camera is avg but otherwise a very good phone overall
"
13737,"
Phone thik hai kam price hota to aur thik hota
"
13738,"
All things are superb. Go blindly
"
13739,"
I liked it.
"
13740,"
Camera quality poor,, display is like a normal led.
"
13741,"
Good one
"
13742,"
Not good choice of mobile, I Am not happy with this mobile. Mobile being problam and OTG not supported
"
13743,"
Some time hanging the screen
"
13744,"
Features are all good. Battery life and camera are also good. Overall, a good product.
"
13745,"
Value for money but fingerprint scanner position is terrible, camera is poor quality, batter life is decent, size is a big too big, front camera is useless since a circular light from phone is see in every pic as camera is in the center of the screen. Needs a little buffer between camera's circumference and the screen.
"
13746,"
I bought it in 14999/ but in offline stores, it is easily available in 14000. Never buy android 11 phones if you need to record calls. Android 11 is as worst as first release of windows 11. Camera of this phone is below average, as usual in case of Xiomi. If you're purchasing it for camera or for battery or for looks, simple go for samsung. Even vivo cameras are worst nowadays (xiomi was never in the race). It may look like less in weight but don't go with the sight it is heavy af. Only good thing about this phone is fast charging. If you want to buy a fast charger in 15 thousands then go for this phone. I repeat never buy fkn Redmi, it freezes worst then the water in refrigerator after 2 years.
"
13747,"
Good sarvice
"
13748,"
This Mobile phone is Defective, there is compatibility issues in Software and Hardware. it had heating Problem, hang issue and, not working properly. After the mobile purchase I faced a Camera problem, I took approximately five or seven photos but the camera stopped working due to overheating. The YouTube application is not working, it has a hanging and Freezing problem so I am facing many problems and I have to restart the phone again and again. Many times, the Google assistant is automatically working without saying hi or hello to google or commanding it any other way and it is not working and when we give this command then this application does not work.My product is under warranty period, I Called to Customer Support Services but they misguide me again and again. I visited four time to MI Services Centre, (Jyoti Mobile, Kaithal-136027) but they also misguide me, they updated software in my phone but problem remain same. 10 days ago, they asked to call me but still no any call me from their side
"
13749,"
It's been 2 yrs this is awesome and good phone. I'm college students and use this on a regular basis with pubg still is good working.
"
13750,"




                    The media could not be loaded.
                



 Nice day light camera
"
13751,"
Lelo bhai lelo ... Bahut mast chalta hai...... Aisa lagta hai ki sala mountain due piya hai.....Nice quality...Value for money
"
13752,"
This model has a little problem of screen flickering sometimes. I have replaced the set but same problem is in the second set. Then I'm using the second one. Don't know the problem may be big issue in future. The dialer is Google dialer that I don't like because it's recording feature. Mi dialer or samsung dialer is fulfilled the recording feature. Others are ok.
"
13753,"
pros-camera quality goodgood looksfinger print sensor is fastprocessor is goodcons-battery drains a bit fast but manageable.
"
13754,"
Pro's1. Screen2. Average battery life3. Good for light gaming like free fireCon's1. Battery life is not enough for heavy gamers2. Camera quality is average..... Photos lack details....3. Screen colour changes to warm after the sunset automatically and there's no setting to revert that.... Believe me I have tried everything....
"
13755,"
all over good budget phone
"
13756,"
I liked this phone. Battery Life is pretty good.Camera is nice.amoled screen experience is very good.
"
13757,"
Mutch better phone
"
13758,"
Everything is good. But there is lots of bugs in there. Except this in this price mobile is excellent
"
13759,"
Nice product i am felling good
"
13760,"




                    The media could not be loaded.
                



 Increase battery performance
"
13761,"
Good quality product improved camera morebetter
"
13762,"
Very good
"
13763,"
Camera is. Awesome and. Processor is.  Very. Fast  this is. The. Best phone. Under  ₹20000
"
13764,"




                    The media could not be loaded.
                


"
13765,"




                    The media could not be loaded.
                



 Honest review... Sab sahi h.... Bs gaming ke liye mat lo.... Ye bkl bolenge 60fps deta h... Yt per bhi review dene wale bolenge bgmi ke liye badiya.... Kuch badiya nhi h 5 month bad ye apni aukat pr aa jata h.... Har match main frame drops.... Gyroscope control nhi hota pura mobile hang ho jata h.... Game khelte time 1 normal wp ka notification bhi sambhal nhi pata..... 🥲
"
13766,"
Super
"
13767,"
Battery charging so fast and light weight to handle
"
13768,"
I am 14 Years old My father gifted me my first mobile that is superb Battery life is Best Camera quality is also Superb And If u are a gamer Then go through this mobile coz I can play any game in High graphics...
"
13769,"
Good
"
13770,"
phone is awesome for casual gaming. performance is up to mark for regular usage.. display quality is best.
"
13771,"
Go for it blindly..
"
13772,"
Some features are really amazing - the fingerprint sensor, the design, the look.My only grudge is the design decision to not show any notifications. Earlier phones used to have a light that blinked, indicating there are unread notifications. Not in this phone, or the new Redmi series itself.Except for that - the phone has some excellent features and apps. Worth going for to experience a luxury feel in a decent budget.
"
13773,"
Mobile colour is best but battery , Camera, fingerprint is poor.so my ratting is bad, I dont like this mobileAmazon pay icici credit card  se amazonapp se purches karte samay emi ke bare mepura pata karo.uske bad hi amazon app se emi pe mobilekharido.Q Ki amazon wale app ke emi ke bare menahi batate. aap problem me nahi aayoge.maine kharida hu amazon aap se emi pemere credit card se mobile ka pura paisacut kar diya our emi bhi lagawa di.our mere card na debit na credit ki entryhai. our emi ki entry hai.mere account se pure paise cut kaaraapaisa bhi gaaya our emi bharna pada.is liye pahile check karo bad me emi pe le.amazon pay se emi pe.nahi to cash me kharidi karo. our bank se emi pe convert karo.
"
13774,"
Nice phone
"
13775,"
the camera quantity is very bad, and it is not water proof
"
13776,"
It's a waist of money. It is repeatedly hanging nd getting switched off at its own.Waisted my money.
"
13777,"
Nece product
"
13778,"
Good camera but Battery life is not good.. Overall ok..
"
13779,"
Guys if you want to buy this product..then you should have to compromise with camera . Otherwise overall is okay …actually camera quality is too bad
"
13780,"
Done the JOB for the price.
"
13781,"
I would say average phoneCamera quality is ok not too goodFinger print sensor is quite good and fastPhone is light and sleek but design looks old fashionedAmoled quality is below averageGo for a redmi note 10 if you want a better display since this phones display is not good
"
13782,"
Perfect for students
"
13783,"
I like dis mobile
"
13784,"
It is an initial review after using for just 6 days.Pros : sAmoled Display is bright and vibrant, UI is good obviously with bloatwares, RAM optimisation is fine.Battery is great. Phone is slim and lightweight. Camera does work nice in natural light. Gaming is enjoyable.Cons : Selfie cam over exposes. Night mode isn't upto the mark. Softaware update may fix it.Dual Speakers are hi-res but isn't loud enough. Processor does the task but keep in mind that it isn't battery efficient.Overall it's a decent phone at this price range.
"
13785,"
Well done phone
"
13786,"
Fingerprint reader is little slow,Battery life is good.Camera is V. Good
"
13787,"
I liked almost everything about the product. The MIUI 12.5 was great and easy to use. The processor is decent for gaming. Expect around 50-60 fps while playing BGMI on Smooth + Extreme option. No complaints there. Phone charges very quickly although it heats a bit when its charging for 15+ minutes. The screen refresh rate of 60hz is fine although 90hz would have been great. I haven't used the camera much but its probably average. Don't expect a great camera out of this device.The fingerprint reader is great and passes most of the time.The only thing I disliked about the product was that the video clarity on the phone is really bad. 720p videos feel like 480p and 1080p videos feel like 720p and so on... They could have used a better quality sAMOLED screen.In the end , if I had the option to rate this phone out of 10, I would rate it a whopping 8.5. It met most of expectations and exceeded a few as well.
"
13788,"
I like redmi brand But this mobile made me upset.... Waste mobile too much struck while using... too much Heat camera also not good. Don't Buy it... Better go for other mobile Brands...
"
13789,"
Amazon helped to exchange it with my Redmi 1S, which is a great thing. I also got 1000 off instantly from Citibank Credit Card offer.About the phone:1) Battery should be better, 5000 runs out fast due to such a large screen2) The case supplied should also be rugged to protect the phone due to accepted falls3) Charger cable should be a little long4) Assistive touch (from iPhone) kind of features should be given5) No ear phone supplied6) The waterproof rating should be better as in the protection effort should be more
"
13790,"
Have faced lot of issues with the MIUI 12.5 OS that comes preloaded - the network fails automatically, lots of bloatware getting installed without my permission even after I uninstall them. Camera quality is also average considering other options at this price range. Dual speakers works well and is decently loud.
"
13791,"
Camera quality missing
"
13792,"
The phone is ok, but delivery was late. Amazon failed to deliver the order once and without any fault of mine I was asked to cancel the order and place it again. Phone is ok but delivery service pathetic in terms of timeliness
"
13793,"
The phone is very good but battery drains very very fastSpecially display and camera both are upto the mark.Good Sound QualityAverage fromt cameraSuper Amoled display awesomeit feels like a premium onebut the battery 5000 mah is not as long lasting as expectedand 33 watt fast charger..... hhhhuuuuuhhhhhtaking 2 hours and 25 minutes to charge 5% to 100%so is it called fast charger...?????battery back up is up to 15 hours for average users.
"
13794,"
Phone is good... But camera quality very worst... Battery life also worst.
"
13795,"
I would like to rate this phone a 5/10 points because it has not been able to reach my expectations . There were many problems I faced after I bought this phone the first issue I faced was I was unable to save any of the new contacts  , second  issue is that the phone's battery isn't living upto the adverse, it heats up at a fast rate of speed (apps not used more than 2-3) . The other problem there is a lot of bugs and fixes on this phone for gallery, contacts, and every other media and apps this phone is holding.Please choose wisely and buy. Use reference from the given ratingsCamera 8/10  , battery 5/10  , screen 8/10 , storage 9/10  , processor 4/10. I hope this review is helpful for those who are buying redmi note 10s .  Thank you
"
13796,"
Just Ok Product
"
13797,"
Loved its display
"
13798,"
Nice phone
"
13799,"
Good preukas
"
13800,"
Good.....
"
13801,"
Don't buy if you want to buy for camera
"
13802,"
All these features are good
"
13803,"
Budget phone📱 nice
"
13804,"
I like everything but not easy to record calls
"
13805,"
Worst camera in this amount we deserve best cemara quality in this amount and also bettery no longer in use. selfy cemara is too bad like this quality of cemara we can get in 10 to 11 thousand range
"
13806,"
All are ok but camera.. omg!... it's camera is bad as poop.. it's so annoying camera😤
"
13807,"
Nice featuring.
"
13808,"
In low light camera performance is not good.
"
